chip_id	sample	hm	input_id	CEMT_JSD	CEMT_JSD_synthetic	AUC_bs_100	X-intercept_bs_100	Elbow_Point_bs_100	JS_Distance_bs_100	Synthetic_JS_Distance_bs_100	%_genome_enriched_bs_100	CHANCE_bs_100	AUC_bs_200	X-intercept_bs_200	Elbow_Point_bs_200	JS_Distance_bs_200	Synthetic_JS_Distance_bs_200	%_genome_enriched_bs_200	CHANCE_bs_200
A50481	CEMT_56	H3K27ac	A50482	0.148481531775	0.177349303345	0.23352695304668944	0.14084699082248583	0.6738471556076961	0.16116900395688188	0.3322998879308095	24.61058249911425	0.21860591970180027	0.2445299127102609	0.1194723847830197	0.6800363088987883	0.16581620204079212	0.32858574529077395	23.71031446647946	0.20814595496100963
A50488	CEMT_57	H3K27ac	A50489	0.135269303158	0.147485628401	0.23844446035138692	0.17860911287683737	0.6463982792439019	0.13461061846361927	0.2960839087054425	30.00304067563806	0.21619444286099482	0.2535674335147171	0.14573288546253801	0.6515124666914796	0.13579568112887258	0.2920767752424845	28.117104903751883	0.19731865875214794
A50617	CEMT_58	H3K27ac	A50618	0.155950187585	0.166080240912	0.2158543389343457	0.27897742765031347	0.6502598824940556	0.15108182736902406	0.28586580369515235	29.57010469357995	0.24989193687113817	0.2376541936874448	0.22596892296668747	0.6555743587005557	0.14857611267444096	0.282223965915179	26.365059320182482	0.21925711000787027
A50624	CEMT_59	H3K27ac	A50625	0.130653250146	0.155546710667	0.23532466808567298	0.16725940658043992	0.656142369521049	0.1339574697694054	0.3109425548352482	27.66271024179578	0.21678215523111571	0.24844761835719562	0.13915152678184303	0.6558461531318843	0.13829277292963596	0.30743838548316765	26.68528023263282	0.2019474536316323
A50876	CEMT_60	H3K27ac	A50877	0.107445715657	0.1554383241	0.22527265592227794	0.2777006727434397	0.6397050206097582	0.11445191994503566	0.2629508816173629	30.1911879214601	0.21594322564428214	0.2493093126158527	0.221834294511932	0.6354030850054333	0.11009172402259586	0.2576061336293379	29.863650116030108	0.18227659404212232
A50883	CEMT_61	H3K27ac	A50884	0.0693372103487	0.129615125748	0.2578571197192625	0.13941409136980423	0.626223713962021	0.07317839516682356	0.28163412428735335	29.25300520216366	0.1530717191015367	0.27112934368756064	0.11714920334247182	0.6258746106214298	0.07587124210969527	0.2754538170479216	27.57169762995256	0.1395087609240979
A50890	CEMT_63	H3K27ac	A50891	0.279781994633	0.282199946956	0.13713944405969686	0.38682452773851594	0.7717783838494631	0.2891296930803416	0.41615932757650237	18.284281280325953	0.39183456603628153	0.15379251334116498	0.3311935405909346	0.7674112222018457	0.2915683210812525	0.41376964389836696	17.850439423566247	0.3671992166280556
A50897	CEMT_64	H3K27ac	A50898	0.156527211416	0.172728002518	0.21195028743151295	0.2619210782981876	0.6653026023585854	0.1562755214642635	0.3046901545153706	25.245406962886058	0.24392978727538084	0.23153206413073196	0.21343336400128862	0.6749220598032866	0.15490033969474812	0.30130845224086744	24.95964030022097	0.2179988748810989
A51319	CEMT_65	H3K27ac	A51320	0.141237978926	0.164637157301	0.23269680965413217	0.1725127049203716	0.656187023701504	0.14867360618573533	0.3145090247532855	25.815039547322034	0.20942408268116985	0.24652978234598374	0.14176017297861676	0.663361156313459	0.14978635049599148	0.3111279421354974	24.949348866949308	0.1934651698153603
A51326	CEMT_66	H3K27ac	A51327	0.224951879322	0.275475802754	0.15900001776972897	0.27145817952225054	0.7541718047185315	0.24325028643908375	0.42196950277734835	18.077630760739904	0.3385534258184521	0.17251167874855913	0.22486962250042622	0.7602621581419294	0.25036311954820906	0.42031810037610207	17.26104207597038	0.3255607307779825
A51333	CEMT_67	H3K27ac	A51334	0.17944597277	0.216977050532	0.19729465385885622	0.19719734242821307	0.6990853437467527	0.18926522815681682	0.371152441501675	22.50545546732083	0.26282267008125476	0.20912491534462627	0.1626602942318193	0.7040009687875531	0.19586133439052497	0.370024461211301	21.80168562843902	0.2510862470200302
A52090	CEMT_62	H3K27ac	A52091	0.205438634455	0.279832576378	0.14081729793513262	0.36815843548259225	0.7547783277818676	0.2118147877149442	0.41377907915720513	15.657177508234183	0.3240058087870322	0.15916257154522298	0.30882063527805315	0.7523433645145706	0.21828699331368331	0.40808673497620074	15.490554450322684	0.30550446798942105
A55595	CEMT_68	H3K27ac	A55596	0.0727180142735	0.174411351179	0.20587493849650987	0.3208967541504015	0.64616034441063	0.10202514685567243	0.27553716305929316	21.28591925865246	0.14738095370942267	0.23337568272454023	0.2561558362480561	0.6348194276581391	0.09819287681216134	0.26649965146968274	21.750571158979962	0.11534097476530494
A55602	CEMT_72	H3K27ac	A55603	0.107934589955	0.179120282625	0.19685788775864693	0.34086941141244137	0.6511846270455444	0.1117337463567602	0.2837174692608779	23.045638861556338	0.19843707202366814	0.2233193596696964	0.2772125227398117	0.6388106714167177	0.10753492277407867	0.275475233555414	24.38521582734741	0.16710104199214118
